ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-04-01,203.130225067826,199.47764025197074,223.63892215155468,203.130225067826,203.130225067826,8.139465325709029,8.139465325709029,8.139465325709029,7.774640711999999,7.774640711999999,7.774640711999999,0.3648246137090305,0.3648246137090305,0.3648246137090305,0.0,0.0,0.0,211.26969039353503
2025-04-02,202.5021742087883,199.53495081551102,222.6027661821287,202.5021742087883,202.5021742087883,8.444661924047805,8.444661924047805,8.444661924047805,7.774640711999999,7.774640711999999,7.774640711999999,0.6700212120478044,0.6700212120478044,0.6700212120478044,0.0,0.0,0.0,210.9468361328361
2025-04-03,201.87412334975056,197.48371162494809,221.87886317056757,201.87412334975056,201.87412334975056,7.8149982374412525,7.8149982374412525,7.8149982374412525,7.774640711999999,7.774640711999999,7.774640711999999,0.0403575254412523,0.0403575254412523,0.0403575254412523,0.0,0.0,0.0,209.6891215871918
2025-04-04,201.24607249071286,196.63736146922315,220.12960074560655,201.24607249071286,201.24607249071286,8.220893407383649,8.220893407383649,8.220893407383649,7.774640711999999,7.774640711999999,7.774640711999999,0.4462526953836483,0.4462526953836483,0.4462526953836483,0.0,0.0,0.0,209.4669658980965
2025-04-07,199.3619199135997,195.93100887788998,219.03099076565678,199.3619199135997,199.3619199135997,8.196848586933562,8.196848586933562,8.196848586933562,7.774640711999999,7.774640711999999,7.774640711999999,0.4222078749335635,0.4222078749335635,0.4222078749335635,0.0,0.0,0.0,207.55876850053326
2025-04-08,198.733869054562,194.03343368691068,219.02827638683704,198.733869054562,198.733869054562,8.139465325707093,8.139465325707093,8.139465325707093,7.774640711999999,7.774640711999999,7.774640711999999,0.3648246137070932,0.3648246137070932,0.3648246137070932,0.0,0.0,0.0,206.8733343802691
2025-04-09,198.10581819552428,193.647096982855,217.81490196175255,198.10581819552428,198.10581819552428,8.44466192404738,8.44466192404738,8.44466192404738,7.774640711999999,7.774640711999999,7.774640711999999,0.6700212120473814,0.6700212120473814,0.6700212120473814,0.0,0.0,0.0,206.55048011957166
2025-04-10,197.47776733648655,193.12376665293644,216.17694434491906,197.47776733648655,197.47776733648655,7.814998237440746,7.814998237440746,7.814998237440746,7.774640711999999,7.774640711999999,7.774640711999999,0.04035752544074703,0.04035752544074703,0.04035752544074703,0.0,0.0,0.0,205.29276557392728
2025-04-11,196.84971647744888,192.52737836434827,217.72127207225265,196.84971647744888,196.84971647744888,8.220893407385779,8.220893407385779,8.220893407385779,7.774640711999999,7.774640711999999,7.774640711999999,0.4462526953857791,0.4462526953857791,0.4462526953857791,0.0,0.0,0.0,205.07060988483465
2025-04-14,194.96556390033572,190.1593443841184,214.72156760874785,194.96556390033572,194.96556390033572,8.196848586934891,8.196848586934891,8.196848586934891,7.774640711999999,7.774640711999999,7.774640711999999,0.4222078749348926,0.4222078749348926,0.4222078749348926,0.0,0.0,0.0,203.16241248727061
2025-04-15,194.33751304129802,190.13810543185872,214.8111766024461,194.33751304129802,194.33751304129802,8.139465325708061,8.139465325708061,8.139465325708061,7.774640711999999,7.774640711999999,7.774640711999999,0.3648246137080609,0.3648246137080609,0.3648246137080609,0.0,0.0,0.0,202.4769783670061
2025-04-16,193.7094621822603,189.71718519310417,214.34841412459082,193.7094621822603,193.7094621822603,8.444661924048539,8.444661924048539,8.444661924048539,7.774640711999999,7.774640711999999,7.774640711999999,0.6700212120485404,0.6700212120485404,0.6700212120485404,0.0,0.0,0.0,202.15412410630884
2025-04-17,193.08141132322257,187.70576614065678,213.20586755450142,193.08141132322257,193.08141132322257,7.814998237440242,7.814998237440242,7.814998237440242,7.774640711999999,7.774640711999999,7.774640711999999,0.04035752544024176,0.04035752544024176,0.04035752544024176,0.0,0.0,0.0,200.89640956066282
2025-04-21,190.56920788707174,185.65575421665864,210.57832883922936,190.56920788707174,190.56920788707174,8.196848586933935,8.196848586933935,8.196848586933935,7.774640711999999,7.774640711999999,7.774640711999999,0.42220787493393613,0.42220787493393613,0.42220787493393613,0.0,0.0,0.0,198.76605647400567
2025-04-22,189.94115702803404,185.60928153574505,210.28455206283564,189.94115702803404,189.94115702803404,8.139465325708425,8.139465325708425,8.139465325708425,7.774640711999999,7.774640711999999,7.774640711999999,0.36482461370842506,0.36482461370842506,0.36482461370842506,0.0,0.0,0.0,198.08062235374246
2025-04-23,189.3131061689963,185.50820654022948,209.8984097824687,189.3131061689963,189.3131061689963,8.444661924048118,8.444661924048118,8.444661924048118,7.774640711999999,7.774640711999999,7.774640711999999,0.6700212120481174,0.6700212120481174,0.6700212120481174,0.0,0.0,0.0,197.75776809304443
2025-04-24,188.68505530995859,183.72858315666645,208.62682122948468,188.68505530995859,188.68505530995859,7.814998237440591,7.814998237440591,7.814998237440591,7.774640711999999,7.774640711999999,7.774640711999999,0.040357525440591166,0.040357525440591166,0.040357525440591166,0.0,0.0,0.0,196.50005354739918
2025-04-25,188.05700445092089,184.3417989094919,208.23524667800135,188.05700445092089,188.05700445092089,8.220893407383793,8.220893407383793,8.220893407383793,7.774640711999999,7.774640711999999,7.774640711999999,0.4462526953837924,0.4462526953837924,0.4462526953837924,0.0,0.0,0.0,196.27789785830467
2025-04-28,186.17285187380776,181.23202795117655,206.39409997365223,186.17285187380776,186.17285187380776,8.19684858693298,8.19684858693298,8.19684858693298,7.774640711999999,7.774640711999999,7.774640711999999,0.4222078749329798,0.4222078749329798,0.4222078749329798,0.0,0.0,0.0,194.36970046074075
2025-04-29,185.54480101477006,181.16683945468435,206.50898094601868,185.54480101477006,185.54480101477006,8.13946532570794,8.13946532570794,8.13946532570794,7.774640711999999,7.774640711999999,7.774640711999999,0.36482461370794034,0.36482461370794034,0.36482461370794034,0.0,0.0,0.0,193.684266340478
2025-04-30,184.91675015573233,181.5436633456208,205.4691227849087,184.91108833644336,184.92576301692873,8.444661924048356,8.444661924048356,8.444661924048356,7.774640711999999,7.774640711999999,7.774640711999999,0.6700212120483579,0.6700212120483579,0.6700212120483579,0.0,0.0,0.0,193.36141207978068
